i,j,y,t,l,k,alpha,psi,cat_control,cts_control
336,111,-0.396838048,3,2,6,0,0.348755696,1,0.300080859
336,111,1.519839579,4,2,6,0,0.348755696,0,0.43920994
337,71,-0.558565246,0,2,2,0,-0.604585347,1,0.75972973
337,71,-0.762294699,1,2,2,0,-0.604585347,1,0.193695584
337,71,-3.64199964,2,2,2,0,-0.604585347,0,0.152681193
337,71,-3.64742501,3,2,2,0,-0.604585347,0,0.057498144
337,71,4.558721482,4,2,2,0,-0.604585347,1,0.491121849
338,115,2.727012031,0,3,6,0.861454599,0.348755696,0,0.169836911
338,115,3.361248062,1,3,6,0.861454599,0.348755696,1,0.213081348
338,115,4.026798876,2,3,6,0.861454599,0.348755696,0,0.429444577
338,115,1.496201315,3,3,6,0.861454599,0.348755696,1,0.757121896
338,115,-1.2458751,4,3,6,0.861454599,0.348755696,1,0.876959325
339,102,-3.124457887,0,2,5,0,0.114185294,0,0.651318738
339,102,3.008929928,1,2,5,0,0.114185294,0,0.761751432
339,102,0.735743776,2,2,5,0,0.114185294,1,0.810630359
339,102,3.136281823,3,2,5,0,0.114185294,0,0.393530728
339,135,-0.464566629,4,2,8,0,0.908457869,1,0.971984942
340,98,-2.096579643,0,1,4,-0.861454599,-0.114185294,1,0.612232783
340,98,-0.899205299,1,1,4,-0.861454599,-0.114185294,0,0.787728362
340,98,-0.684967377,2,1,4,-0.861454599,-0.114185294,0,0.71744969
340,98,-3.297480189,3,1,4,-0.861454599,-0.114185294,0,0.057949303
340,61,1.629579767,4,1,1,-0.861454599,-0.908457869,1,0.217293945
341,142,2.956342477,0,3,8,0.861454599,0.908457869,0,0.449193099
341,165,3.123052582,1,3,9,0.861454599,1.335177736,0,0.851941663
341,180,6.113484474,2,3,9,0.861454599,1.335177736,1,0.307278573
341,180,3.684325006,3,3,9,0.861454599,1.335177736,0,0.253822086
341,180,2.276406308,4,3,9,0.861454599,1.335177736,0,0.114142718
342,176,2.808219716,0,4,9,1.934843132,1.335177736,1,0.8742242
342,176,3.330030362,1,4,9,1.934843132,1.335177736,1,0.902342712
342,176,2.023338048,2,4,9,1.934843132,1.335177736,0,0.846904064
342,176,4.997946084,3,4,9,1.934843132,1.335177736,0,0.890399329
342,176,5.329567557,4,4,9,1.934843132,1.335177736,1,0.763166207
343,175,1.95497151,0,3,9,0.861454599,1.335177736,1,0.611724011
343,175,-1.124506877,1,3,9,0.861454599,1.335177736,0,0.70351235
343,175,1.140664325,2,3,9,0.861454599,1.335177736,1,0.909466737
343,175,-0.005487822,3,3,9,0.861454599,1.335177736,1,0.997307485
343,175,1.306503159,4,3,9,0.861454599,1.335177736,1,0.510585242
344,199,6.704013961,0,3,9,0.861454599,1.335177736,0,0.741641021
344,199,2.187098833,1,3,9,0.861454599,1.335177736,0,0.931530356
344,199,-0.865509167,2,3,9,0.861454599,1.335177736,1,0.673267283
344,199,2.911747293,3,3,9,0.861454599,1.335177736,1,0.959435851
344,199,3.233117747,4,3,9,0.861454599,1.335177736,0,0.504633733
345,87,-0.600157355,0,2,3,0,-0.348755696,0,0.947800124
345,87,-3.440972841,1,2,3,0,-0.348755696,1,0.3491138
345,87,-5.000472052,2,2,3,0,-0.348755696,0,0.07911617
345,87,-2.45202244,3,2,3,0,-0.348755696,0,0.167319477
345,87,0.609845946,4,2,3,0,-0.348755696,0,0.889083239
346,69,-3.060669233,0,1,1,-0.861454599,-0.908457869,1,0.060804926
346,69,-1.740091965,1,1,1,-0.861454599,-0.908457869,0,0.489726988
346,69,-3.308015358,2,1,1,-0.861454599,-0.908457869,1,0.631377728
346,69,-5.4460765,3,1,1,-0.861454599,-0.908457869,0,0.889281461
346,69,-3.644570822,4,1,1,-0.861454599,-0.908457869,1,0.567597106
347,134,2.065658552,0,4,8,1.934843132,0.908457869,1,0.495251997
347,134,5.381986908,1,4,8,1.934843132,0.908457869,1,0.567233102
347,134,4.814307434,2,4,8,1.934843132,0.908457869,1,0.552171222
347,134,0.618234047,3,4,8,1.934843132,0.908457869,0,0.547810612
347,134,2.15535288,4,4,8,1.934843132,0.908457869,1,0.927458237
348,170,4.092581172,0,4,9,1.934843132,1.335177736,1,0.506798447
348,170,5.955922996,1,4,9,1.934843132,1.335177736,0,0.246109271
348,170,4.796622054,2,4,9,1.934843132,1.335177736,1,0.899646555
348,170,4.313848179,3,4,9,1.934843132,1.335177736,0,0.790313103
348,170,1.635110619,4,4,9,1.934843132,1.335177736,0,0.79542889
349,133,6.402298551,0,4,8,1.934843132,0.908457869,0,0.227054162
349,133,0.931832048,1,4,8,1.934843132,0.908457869,0,0.105304992
349,133,4.661668992,2,4,8,1.934843132,0.908457869,1,0.743992663
349,133,1.224278926,3,4,8,1.934843132,0.908457869,0,0.077628849
349,133,1.513771026,4,4,8,1.934843132,0.908457869,0,0.159423198
350,5,-3.789599769,0,0,0,-1.934843132,-1.335177736,1,0.664648764
350,5,-6.648162495,1,0,0,-1.934843132,-1.335177736,0,0.111707137
350,5,-2.854356766,2,0,0,-1.934843132,-1.335177736,0,0.49083233
350,5,-3.035811987,3,0,0,-1.934843132,-1.335177736,0,0.039172266
350,5,-4.936365649,4,0,0,-1.934843132,-1.335177736,1,0.880308899
351,161,0.993730956,0,3,9,0.861454599,1.335177736,0,0.701255975
351,161,-1.178601696,1,3,9,0.861454599,1.335177736,1,0.081592105
351,161,2.910242826,2,3,9,0.861454599,1.335177736,1,0.989615846
351,161,1.813989672,3,3,9,0.861454599,1.335177736,0,0.133923382
351,161,4.049683679,4,3,9,0.861454599,1.335177736,0,0.361308647
352,131,-0.407896457,0,2,8,0,0.908457869,0,0.619721459
352,131,1.85615258,1,2,8,0,0.908457869,1,0.423086054
352,131,2.129775729,2,2,8,0,0.908457869,1,0.191546353
352,131,3.183216817,3,2,8,0,0.908457869,0,0.299727236
352,131,-0.023427926,4,2,8,0,0.908457869,0,0.696008986
353,118,2.412933782,0,3,7,0.861454599,0.604585347,1,0.868315596
353,118,1.742207775,1,3,7,0.861454599,0.604585347,1,0.074741458
353,118,-0.467319855,2,3,7,0.861454599,0.604585347,1,0.800736312
353,118,1.433768272,3,3,7,0.861454599,0.604585347,1,0.873553169
353,118,0.419427543,4,3,7,0.861454599,0.604585347,0,0.944241506
354,18,-1.454726872,0,0,0,-1.934843132,-1.335177736,0,0.357437649
354,18,-4.842095538,1,0,0,-1.934843132,-1.335177736,1,0.952319388
354,18,-2.24461536,2,0,0,-1.934843132,-1.335177736,1,0.848269584
354,18,-4.588849201,3,0,0,-1.934843132,-1.335177736,0,0.999886694
354,18,-4.398648502,4,0,0,-1.934843132,-1.335177736,1,0.817442872
355,98,-1.021342953,0,2,4,0,-0.114185294,1,0.999176738
355,98,-0.57256925,1,2,4,0,-0.114185294,0,0.092261953
355,98,-2.776873128,2,2,4,0,-0.114185294,1,0.385792983
355,98,-0.902407538,3,2,4,0,-0.114185294,1,0.314878637
355,98,0.59555109,4,2,4,0,-0.114185294,1,0.081869987
356,174,3.336464045,0,4,9,1.934843132,1.335177736,0,0.136118839
356,174,2.372104653,1,4,9,1.934843132,1.335177736,0,0.611720411
356,194,-2.01009048,2,4,9,1.934843132,1.335177736,0,0.382860044
356,194,2.471079058,3,4,9,1.934843132,1.335177736,1,0.607542981
356,194,3.960128508,4,4,9,1.934843132,1.335177736,0,0.459147663
357,15,-6.105764986,0,1,0,-0.861454599,-1.335177736,0,0.480624044
357,42,-2.561555597,1,1,0,-0.861454599,-1.335177736,0,0.837942269
357,47,-2.745691992,2,1,0,-0.861454599,-1.335177736,0,0.882733084
357,47,-1.764535165,3,1,0,-0.861454599,-1.335177736,1,0.932620288
357,47,-4.38410457,4,1,0,-0.861454599,-1.335177736,1,0.680972257
358,72,3.036405941,0,2,2,0,-0.604585347,0,0.201960431
358,16,-2.660937402,1,2,0,0,-1.335177736,1,0.958648675
358,57,1.475731008,2,2,1,0,-0.908457869,1,0.124811227
358,57,-4.399525893,3,2,1,0,-0.908457869,0,0.129066864
358,57,-1.517275005,4,2,1,0,-0.908457869,1,0.628654844
359,155,2.381487437,0,3,9,0.861454599,1.335177736,0,0.514817977
359,155,5.013464122,1,3,9,0.861454599,1.335177736,0,0.101843422
359,155,3.271385148,2,3,9,0.861454599,1.335177736,1,0.350477975
359,155,8.448891351,3,3,9,0.861454599,1.335177736,1,0.352131665
359,155,1.877634516,4,3,9,0.861454599,1.335177736,1,0.825263634
360,177,4.587111174,0,4,9,1.934843132,1.335177736,0,0.06227585
360,177,4.083916277,1,4,9,1.934843132,1.335177736,0,0.111946182
360,177,7.157086115,2,4,9,1.934843132,1.335177736,0,0.115174079
360,177,2.95499079,3,4,9,1.934843132,1.335177736,1,0.29656913
360,156,0.228690738,4,4,9,1.934843132,1.335177736,1,0.861412902
361,141,2.285674345,0,3,8,0.861454599,0.908457869,0,0.469042082
361,141,-1.904484251,1,3,8,0.861454599,0.908457869,0,0.81469227
361,141,-0.332576447,2,3,8,0.861454599,0.908457869,1,0.425466509
361,141,3.115134486,3,3,8,0.861454599,0.908457869,0,0.860485569
361,187,6.470628209,4,3,9,0.861454599,1.335177736,0,0.055293173
362,193,1.736285975,0,4,9,1.934843132,1.335177736,0,0.615886511
362,193,3.315229473,1,4,9,1.934843132,1.335177736,0,0.378819331
362,189,4.141631997,2,4,9,1.934843132,1.335177736,0,0.244702966
362,189,3.261773981,3,4,9,1.934843132,1.335177736,1,0.951768989
362,189,4.310278761,4,4,9,1.934843132,1.335177736,1,0.814240505
363,188,0.426079893,0,3,9,0.861454599,1.335177736,1,0.685307233
363,188,6.347412963,1,3,9,0.861454599,1.335177736,1,0.411174604
363,188,2.271126989,2,3,9,0.861454599,1.335177736,0,0.764551967
363,188,1.156021842,3,3,9,0.861454599,1.335177736,0,0.205074225
363,188,1.382670703,4,3,9,0.861454599,1.335177736,1,0.06589913
364,176,0.440713627,0,3,9,0.861454599,1.335177736,1,0.672930332
364,176,1.036049946,1,3,9,0.861454599,1.335177736,1,0.883338429
364,149,5.003880202,2,3,9,0.861454599,1.335177736,1,0.612802826
364,149,2.053943952,3,3,9,0.861454599,1.335177736,0,0.151753621
364,172,0.823119319,4,3,9,0.861454599,1.335177736,0,0.968858207
365,63,-2.066778651,0,1,1,-0.861454599,-0.908457869,1,0.758696944
365,63,-5.263222479,1,1,1,-0.861454599,-0.908457869,0,0.512122666
365,85,-1.08213589,2,1,3,-0.861454599,-0.348755696,1,0.367345441
365,85,1.258286897,3,1,3,-0.861454599,-0.348755696,0,0.829222732
365,85,-5.302929706,4,1,3,-0.861454599,-0.348755696,0,0.927346625
366,106,-4.000182047,0,1,5,-0.861454599,0.114185294,0,0.71878455
366,106,-3.466584741,1,1,5,-0.861454599,0.114185294,1,0.455920761
366,106,0.785276996,2,1,5,-0.861454599,0.114185294,1,0.527635556
366,106,1.150313354,3,1,5,-0.861454599,0.114185294,0,0.201058174
366,106,-0.158336491,4,1,5,-0.861454599,0.114185294,1,0.41527889
367,199,-1.102529862,0,3,9,0.861454599,1.335177736,0,0.653764991
367,199,1.269732694,1,3,9,0.861454599,1.335177736,0,0.384273241
367,199,-0.621427675,2,3,9,0.861454599,1.335177736,1,0.136175015
367,199,3.521121179,3,3,9,0.861454599,1.335177736,1,0.66391109
367,199,1.472980322,4,3,9,0.861454599,1.335177736,0,0.449570433
368,78,0.485128359,0,3,2,0.861454599,-0.604585347,0,0.636699399
368,78,0.766581807,1,3,2,0.861454599,-0.604585347,1,0.875501985
368,78,3.086092988,2,3,2,0.861454599,-0.604585347,0,0.70533958
368,78,-1.271663623,3,3,2,0.861454599,-0.604585347,1,0.272263156
368,78,1.32284606,4,3,2,0.861454599,-0.604585347,0,0.596179163
369,45,-0.675004315,0,0,0,-1.934843132,-1.335177736,1,0.548123792
369,45,-3.688369102,1,0,0,-1.934843132,-1.335177736,1,0.02401313
369,45,-3.533071479,2,0,0,-1.934843132,-1.335177736,0,0.507909854
369,45,-2.639903806,3,0,0,-1.934843132,-1.335177736,0,0.585243122
369,7,-4.158515054,4,0,0,-1.934843132,-1.335177736,0,0.838324978
370,127,1.924707899,0,3,7,0.861454599,0.604585347,1,0.931526461
370,127,-0.9108862,1,3,7,0.861454599,0.604585347,1,0.920160909
370,127,3.258236716,2,3,7,0.861454599,0.604585347,1,0.964834121
370,91,1.928764577,3,3,4,0.861454599,-0.114185294,1,0.938768552
370,91,-1.717609193,4,3,4,0.861454599,-0.114185294,1,0.485294155
371,69,-0.756812945,0,1,1,-0.861454599,-0.908457869,0,0.610060597
371,69,0.786559231,1,1,1,-0.861454599,-0.908457869,1,0.687081423
371,69,-0.747241904,2,1,1,-0.861454599,-0.908457869,0,0.663057293
371,69,0.123271327,3,1,1,-0.861454599,-0.908457869,0,0.268933952
371,69,-2.112052049,4,1,1,-0.861454599,-0.908457869,0,0.938968996
372,30,-2.809287409,0,0,0,-1.934843132,-1.335177736,0,0.99779436
372,30,-1.307377497,1,0,0,-1.934843132,-1.335177736,1,0.264727756
372,6,-0.745683073,2,0,0,-1.934843132,-1.335177736,0,0.491254453
372,6,-4.541530608,3,0,0,-1.934843132,-1.335177736,0,0.593296437
372,6,-2.626083163,4,0,0,-1.934843132,-1.335177736,0,0.812452416
373,111,-0.868084532,0,2,6,0,0.348755696,0,0.99579086
373,111,2.526648531,1,2,6,0,0.348755696,1,0.792559731
373,111,-2.300146659,2,2,6,0,0.348755696,0,0.857756617
373,111,-3.165660558,3,2,6,0,0.348755696,1,0.197315269
373,111,0.188833551,4,2,6,0,0.348755696,1,0.446138647
374,120,0.692191353,0,2,7,0,0.604585347,1,0.888430891
374,120,1.17322737,1,2,7,0,0.604585347,1,0.710732278
374,75,0.334371599,2,2,2,0,-0.604585347,0,0.017851174
374,75,4.254418428,3,2,2,0,-0.604585347,0,0.133512739
374,75,-0.956585911,4,2,2,0,-0.604585347,1,0.223915696
375,171,1.574026976,0,4,9,1.934843132,1.335177736,0,0.771437733
375,171,1.97798625,1,4,9,1.934843132,1.335177736,0,0.289632
375,171,8.663313035,2,4,9,1.934843132,1.335177736,1,0.728097986
375,184,4.578906786,3,4,9,1.934843132,1.335177736,0,0.785795495
375,184,5.050375097,4,4,9,1.934843132,1.335177736,1,0.682661206
376,56,-2.520884618,0,0,1,-1.934843132,-0.908457869,1,0.980020198
376,56,-2.130673378,1,0,1,-1.934843132,-0.908457869,0,0.591962537
376,56,-1.797761726,2,0,1,-1.934843132,-0.908457869,1,0.115667583
376,56,-0.120897747,3,0,1,-1.934843132,-0.908457869,0,0.016380945
376,49,-6.058866216,4,0,0,-1.934843132,-1.335177736,1,0.414047602
377,128,2.737436844,0,3,8,0.861454599,0.908457869,0,0.77882712
377,128,3.466250666,1,3,8,0.861454599,0.908457869,1,0.297157142
377,138,0.974007279,2,3,8,0.861454599,0.908457869,1,0.849713526
377,138,5.349656709,3,3,8,0.861454599,0.908457869,1,0.700174761
377,138,0.46502706,4,3,8,0.861454599,0.908457869,1,0.463262229
378,16,-6.23560741,0,0,0,-1.934843132,-1.335177736,0,0.678921638
378,16,-0.92391441,1,0,0,-1.934843132,-1.335177736,1,0.788920944
378,16,-3.534671915,2,0,0,-1.934843132,-1.335177736,1,0.860258736
378,16,-2.983565773,3,0,0,-1.934843132,-1.335177736,0,0.768399263
378,16,-3.008614074,4,0,0,-1.934843132,-1.335177736,0,0.579353113
379,183,3.513590526,0,2,9,0,1.335177736,1,0.683411658
379,183,1.066585135,1,2,9,0,1.335177736,0,0.71577359
379,183,3.821717745,2,2,9,0,1.335177736,1,0.381901182
379,183,-1.349685958,3,2,9,0,1.335177736,1,0.043412659
379,183,-1.739038536,4,2,9,0,1.335177736,1,0.034498426
380,58,-4.654135462,0,1,1,-0.861454599,-0.908457869,1,0.679837092
380,58,0.271024242,1,1,1,-0.861454599,-0.908457869,1,0.941581125
380,58,-1.861542421,2,1,1,-0.861454599,-0.908457869,1,0.7009189
380,58,2.927671934,3,1,1,-0.861454599,-0.908457869,0,0.316184088
380,58,-1.412096396,4,1,1,-0.861454599,-0.908457869,0,0.637762897
381,90,-0.267833782,0,1,3,-0.861454599,-0.348755696,0,0.743195092
381,90,-6.75971039,1,1,3,-0.861454599,-0.348755696,0,0.68903136
381,90,-4.800977088,2,1,3,-0.861454599,-0.348755696,1,0.305474475
381,90,-1.292615127,3,1,3,-0.861454599,-0.348755696,0,0.767037074
381,90,0.643033332,4,1,3,-0.861454599,-0.348755696,1,0.497886815
382,85,-5.167898804,0,2,3,0,-0.348755696,0,0.367449178
382,96,1.494418675,1,2,4,0,-0.114185294,0,0.771661124
382,96,1.394849085,2,2,4,0,-0.114185294,0,0.839870373
382,96,2.109015586,3,2,4,0,-0.114185294,0,0.560555176
382,96,-1.039706171,4,2,4,0,-0.114185294,0,0.68577326
383,54,1.72888551,0,1,1,-0.861454599,-0.908457869,0,0.220015927
383,84,-1.153945925,1,1,3,-0.861454599,-0.348755696,1,0.712330473
383,84,-4.131688133,2,1,3,-0.861454599,-0.348755696,1,0.806780902
383,84,-2.225459607,3,1,3,-0.861454599,-0.348755696,0,0.717083939
383,84,0.724440624,4,1,3,-0.861454599,-0.348755696,1,0.462794619
384,49,-0.233096481,0,1,0,-0.861454599,-1.335177736,0,0.432971388
384,49,-3.769393097,1,1,0,-0.861454599,-1.335177736,0,0.607935403
384,85,0.864900589,2,1,3,-0.861454599,-0.348755696,0,0.326918897
384,85,2.44028057,3,1,3,-0.861454599,-0.348755696,1,0.393564223
384,80,-5.075539565,4,1,2,-0.861454599,-0.604585347,0,0.344469496
385,106,-2.633152556,0,3,5,0.861454599,0.114185294,1,0.846555334
385,106,-2.166654068,1,3,5,0.861454599,0.114185294,1,0.969149521
385,106,-2.758604171,2,3,5,0.861454599,0.114185294,0,0.143298913
385,106,0.439751304,3,3,5,0.861454599,0.114185294,0,0.123289695
385,106,0.458631418,4,3,5,0.861454599,0.114185294,1,0.919268566
386,194,5.638369636,0,4,9,1.934843132,1.335177736,0,0.328772785
386,194,4.608421635,1,4,9,1.934843132,1.335177736,1,0.026004382
386,194,4.817769841,2,4,9,1.934843132,1.335177736,0,0.566146805
386,194,4.513396086,3,4,9,1.934843132,1.335177736,1,0.182841326
386,194,2.212744137,4,4,9,1.934843132,1.335177736,1,0.443115922
387,177,3.760990801,0,4,9,1.934843132,1.335177736,0,0.768630114
387,177,-0.717067972,1,4,9,1.934843132,1.335177736,0,0.656954028
387,177,1.187119624,2,4,9,1.934843132,1.335177736,1,0.709140232
387,177,6.853711456,3,4,9,1.934843132,1.335177736,0,0.879116845
387,177,3.646853545,4,4,9,1.934843132,1.335177736,1,0.761957206
388,66,-1.634288999,0,2,1,0,-0.908457869,1,0.644626541
388,66,-2.599072582,1,2,1,0,-0.908457869,0,0.764161224
388,66,-2.782666364,2,2,1,0,-0.908457869,0,0.374857149
388,66,-2.655588815,3,2,1,0,-0.908457869,0,0.315746628
388,66,1.807611595,4,2,1,0,-0.908457869,1,0.824633654
389,27,1.207605995,0,1,0,-0.861454599,-1.335177736,0,0.371399841
389,27,-5.439112178,1,1,0,-0.861454599,-1.335177736,0,0.028451559
389,27,-1.463903169,2,1,0,-0.861454599,-1.335177736,1,0.562586435
389,27,-1.49964317,3,1,0,-0.861454599,-1.335177736,0,0.585806768
389,27,0.860463117,4,1,0,-0.861454599,-1.335177736,0,0.777893974
390,100,-1.139225818,0,2,5,0,0.114185294,1,0.80148423
390,94,1.439175128,1,2,4,0,-0.114185294,1,0.615162144
390,124,-1.569021701,2,2,7,0,0.604585347,0,0.04323278
390,124,-2.137686375,3,2,7,0,0.604585347,0,0.807779897
390,126,0.133145271,4,2,7,0,0.604585347,1,0.95017173
391,198,5.084391723,0,3,9,0.861454599,1.335177736,1,0.053475282
391,198,1.077699927,1,3,9,0.861454599,1.335177736,0,0.278624589
391,198,0.228579301,2,3,9,0.861454599,1.335177736,1,0.303920989
391,198,-0.680314051,3,3,9,0.861454599,1.335177736,1,0.860127238
391,198,3.524481265,4,3,9,0.861454599,1.335177736,1,0.566959057
392,169,4.504786494,0,4,9,1.934843132,1.335177736,0,0.938679903
392,169,3.004175564,1,4,9,1.934843132,1.335177736,0,0.677702034
392,176,2.705147707,2,4,9,1.934843132,1.335177736,1,0.920422836
392,176,-1.465881115,3,4,9,1.934843132,1.335177736,1,0.604528364
392,176,2.530497445,4,4,9,1.934843132,1.335177736,0,0.560700273
393,160,1.651876201,0,4,9,1.934843132,1.335177736,0,0.270846613
393,171,5.256468109,1,4,9,1.934843132,1.335177736,1,0.188181316
393,171,5.030050415,2,4,9,1.934843132,1.335177736,0,0.872960688
393,171,2.745638663,3,4,9,1.934843132,1.335177736,0,0.276217518
393,171,1.596294243,4,4,9,1.934843132,1.335177736,0,0.83016668
394,134,2.842937339,0,2,8,0,0.908457869,1,0.16679678
394,134,2.347086141,1,2,8,0,0.908457869,0,0.527396631
394,134,-0.261228741,2,2,8,0,0.908457869,1,0.98758605
394,134,2.93349352,3,2,8,0,0.908457869,0,0.240708573
394,134,3.226920614,4,2,8,0,0.908457869,1,0.830282295
395,188,1.294510944,0,3,9,0.861454599,1.335177736,1,0.948236066
395,188,-2.049033286,1,3,9,0.861454599,1.335177736,1,0.014367731
395,188,0.294457816,2,3,9,0.861454599,1.335177736,1,0.524366715
395,188,1.216556246,3,3,9,0.861454599,1.335177736,0,0.441898793
395,188,5.163409292,4,3,9,0.861454599,1.335177736,1,0.387223357
396,195,6.626039539,0,4,9,1.934843132,1.335177736,1,0.728658413
396,195,4.728587061,1,4,9,1.934843132,1.335177736,0,0.494931353
396,195,3.376345158,2,4,9,1.934843132,1.335177736,1,0.941674018
396,195,4.709828044,3,4,9,1.934843132,1.335177736,0,0.157816301
396,139,5.005282602,4,4,8,1.934843132,0.908457869,0,0.222639359
397,10,-4.581639151,0,0,0,-1.934843132,-1.335177736,0,0.339024166
397,10,-6.600139695,1,0,0,-1.934843132,-1.335177736,0,0.92320829
397,10,-0.956852349,2,0,0,-1.934843132,-1.335177736,1,0.603301073
397,10,-3.812703712,3,0,0,-1.934843132,-1.335177736,0,0.68213626
397,46,-3.576294866,4,0,0,-1.934843132,-1.335177736,0,0.545421556
398,181,6.970966099,0,4,9,1.934843132,1.335177736,1,0.901813831
398,181,0.879588416,1,4,9,1.934843132,1.335177736,0,0.534911762
398,181,2.742576784,2,4,9,1.934843132,1.335177736,0,0.951260335
398,161,2.841862349,3,4,9,1.934843132,1.335177736,0,0.042605775
398,161,2.957851124,4,4,9,1.934843132,1.335177736,1,0.239357844
399,60,-0.838551239,0,1,1,-0.861454599,-0.908457869,0,0.503379988
399,60,-3.368066794,1,1,1,-0.861454599,-0.908457869,1,0.909137
399,55,0.398260127,2,1,1,-0.861454599,-0.908457869,1,0.699022636
399,55,-4.47373239,3,1,1,-0.861454599,-0.908457869,0,0.932242473
399,64,-2.615460394,4,1,1,-0.861454599,-0.908457869,0,0.438888795
400,27,-2.964153069,0,2,0,0,-1.335177736,0,0.609848374
400,27,4.081809206,1,2,0,0,-1.335177736,1,0.377723598
400,27,-2.466084633,2,2,0,0,-1.335177736,1,0.042135223
400,27,-3.23998994,3,2,0,0,-1.335177736,0,0.299668542
400,27,-0.561824542,4,2,0,0,-1.335177736,0,0.108433547
401,106,0.409381066,0,2,5,0,0.114185294,1,0.039833013
401,106,1.728718891,1,2,5,0,0.114185294,1,0.736887669
401,106,0.339467404,2,2,5,0,0.114185294,1,0.775353513
401,106,0.974950179,3,2,5,0,0.114185294,1,0.550685267
401,106,-0.281251277,4,2,5,0,0.114185294,0,0.700323215
402,156,1.968983864,0,3,9,0.861454599,1.335177736,0,0.640164126
402,107,-0.639131826,1,3,6,0.861454599,0.348755696,1,0.173490928
402,107,3.008901316,2,3,6,0.861454599,0.348755696,1,0.971698366
