,i,j,y,t,l,k,alpha,psi
1718,343,175,-0.0054878215298748145,3,3,9,0.8614545985909149,1.3351777361189363
1719,343,175,1.3065031590686857,4,3,9,0.8614545985909149,1.3351777361189363
1720,344,199,6.7040139608315625,0,3,9,0.8614545985909149,1.3351777361189363
1721,344,199,2.187098832509046,1,3,9,0.8614545985909149,1.3351777361189363
1722,344,199,-0.8655091671194577,2,3,9,0.8614545985909149,1.3351777361189363
1723,344,199,2.911747292696436,3,3,9,0.8614545985909149,1.3351777361189363
1724,344,199,3.2331177469658803,4,3,9,0.8614545985909149,1.3351777361189363
1725,345,87,-0.6001573550442234,0,2,3,0.0,-0.3487556955170447
1726,345,87,-3.440972840734098,1,2,3,0.0,-0.3487556955170447
1727,345,87,-5.000472051510811,2,2,3,0.0,-0.3487556955170447
1728,345,87,-2.4520224403838755,3,2,3,0.0,-0.3487556955170447
1729,345,87,0.6098459464410846,4,2,3,0.0,-0.3487556955170447
1730,346,69,-3.060669232761768,0,1,1,-0.8614545985909151,-0.9084578685373851
1731,346,69,-1.7400919649135982,1,1,1,-0.8614545985909151,-0.9084578685373851
1732,346,69,-3.3080153577164566,2,1,1,-0.8614545985909151,-0.9084578685373851
1733,346,69,-5.446076500147342,3,1,1,-0.8614545985909151,-0.9084578685373851
1734,346,69,-3.644570822027809,4,1,1,-0.8614545985909151,-0.9084578685373851
1735,347,134,2.0656585522809943,0,4,8,1.934843132203402,0.9084578685373853
1736,347,134,5.381986908238235,1,4,8,1.934843132203402,0.9084578685373853
1737,347,134,4.814307433988189,2,4,8,1.934843132203402,0.9084578685373853
1738,347,134,0.618234047087324,3,4,8,1.934843132203402,0.9084578685373853
1739,347,134,2.155352880389173,4,4,8,1.934843132203402,0.9084578685373853
1740,348,170,4.09258117166082,0,4,9,1.934843132203402,1.3351777361189363
1741,348,170,5.955922996225821,1,4,9,1.934843132203402,1.3351777361189363
1742,348,170,4.796622053739674,2,4,9,1.934843132203402,1.3351777361189363
1743,348,170,4.313848178504163,3,4,9,1.934843132203402,1.3351777361189363
1744,348,170,1.6351106194827876,4,4,9,1.934843132203402,1.3351777361189363
1745,349,133,6.402298551422183,0,4,8,1.934843132203402,0.9084578685373853
1746,349,133,0.9318320483088358,1,4,8,1.934843132203402,0.9084578685373853
1747,349,133,4.661668991587659,2,4,8,1.934843132203402,0.9084578685373853
1748,349,133,1.2242789257507085,3,4,8,1.934843132203402,0.9084578685373853
1749,349,133,1.5137710258976191,4,4,8,1.934843132203402,0.9084578685373853
1750,350,5,-3.789599768857156,0,0,0,-1.934843132203402,-1.335177736118937
1751,350,5,-6.648162494650651,1,0,0,-1.934843132203402,-1.335177736118937
1752,350,5,-2.8543567664811387,2,0,0,-1.934843132203402,-1.335177736118937
1753,350,5,-3.0358119867962268,3,0,0,-1.934843132203402,-1.335177736118937
1754,350,5,-4.9363656486199465,4,0,0,-1.934843132203402,-1.335177736118937
1755,351,161,0.9937309560059662,0,3,9,0.8614545985909149,1.3351777361189363
1756,351,161,-1.1786016963533985,1,3,9,0.8614545985909149,1.3351777361189363
1757,351,161,2.9102428261889695,2,3,9,0.8614545985909149,1.3351777361189363
1758,351,161,1.8139896722372155,3,3,9,0.8614545985909149,1.3351777361189363
1759,351,161,4.049683678559242,4,3,9,0.8614545985909149,1.3351777361189363
1760,352,131,-0.4078964571933653,0,2,8,0.0,0.9084578685373853
1761,352,131,1.8561525804168402,1,2,8,0.0,0.9084578685373853
1762,352,131,2.12977572933144,2,2,8,0.0,0.9084578685373853
1763,352,131,3.183216816557542,3,2,8,0.0,0.9084578685373853
1764,352,131,-0.023427925742156352,4,2,8,0.0,0.9084578685373853
1765,353,118,2.412933782375054,0,3,7,0.8614545985909149,0.6045853465832371
1766,353,118,1.742207774508817,1,3,7,0.8614545985909149,0.6045853465832371
1767,353,118,-0.46731985498527995,2,3,7,0.8614545985909149,0.6045853465832371
1768,353,118,1.4337682716461786,3,3,7,0.8614545985909149,0.6045853465832371
1769,353,118,0.4194275429152432,4,3,7,0.8614545985909149,0.6045853465832371
1770,354,18,-1.4547268719412745,0,0,0,-1.934843132203402,-1.335177736118937
1771,354,18,-4.842095538285372,1,0,0,-1.934843132203402,-1.335177736118937
1772,354,18,-2.2446153601843717,2,0,0,-1.934843132203402,-1.335177736118937
1773,354,18,-4.588849201106214,3,0,0,-1.934843132203402,-1.335177736118937
1774,354,18,-4.398648501678717,4,0,0,-1.934843132203402,-1.335177736118937
1775,355,98,-1.02134295323038,0,2,4,0.0,-0.11418529432142838
1776,355,98,-0.5725692498142378,1,2,4,0.0,-0.11418529432142838
1777,355,98,-2.7768731282935635,2,2,4,0.0,-0.11418529432142838
1778,355,98,-0.9024075376659966,3,2,4,0.0,-0.11418529432142838
1779,355,98,0.5955510903365056,4,2,4,0.0,-0.11418529432142838
1780,356,174,3.336464044905809,0,4,9,1.934843132203402,1.3351777361189363
1781,356,174,2.3721046533106946,1,4,9,1.934843132203402,1.3351777361189363
1782,356,194,-2.0100904799051795,2,4,9,1.934843132203402,1.3351777361189363
1783,356,194,2.4710790582275584,3,4,9,1.934843132203402,1.3351777361189363
1784,356,194,3.960128508226779,4,4,9,1.934843132203402,1.3351777361189363
1785,357,15,-6.105764985821789,0,1,0,-0.8614545985909151,-1.335177736118937
1786,357,42,-2.5615555972078594,1,1,0,-0.8614545985909151,-1.335177736118937
1787,357,47,-2.7456919915566624,2,1,0,-0.8614545985909151,-1.335177736118937
1788,357,47,-1.764535165016283,3,1,0,-0.8614545985909151,-1.335177736118937
1789,357,47,-4.384104570014813,4,1,0,-0.8614545985909151,-1.335177736118937
1790,358,72,3.0364059412568123,0,2,2,0.0,-0.6045853465832371
1791,358,16,-2.6609374019368848,1,2,0,0.0,-1.335177736118937
1792,358,57,1.4757310079437995,2,2,1,0.0,-0.9084578685373851
1793,358,57,-4.399525892892657,3,2,1,0.0,-0.9084578685373851
1794,358,57,-1.5172750053544342,4,2,1,0.0,-0.9084578685373851
1795,359,155,2.3814874373494836,0,3,9,0.8614545985909149,1.3351777361189363
1796,359,155,5.013464121806296,1,3,9,0.8614545985909149,1.3351777361189363
1797,359,155,3.271385148423395,2,3,9,0.8614545985909149,1.3351777361189363
1798,359,155,8.4488913514247,3,3,9,0.8614545985909149,1.3351777361189363
1799,359,155,1.8776345163032906,4,3,9,0.8614545985909149,1.3351777361189363
1800,360,177,4.587111174306887,0,4,9,1.934843132203402,1.3351777361189363
1801,360,177,4.083916276704858,1,4,9,1.934843132203402,1.3351777361189363
1802,360,177,7.157086115395553,2,4,9,1.934843132203402,1.3351777361189363
1803,360,177,2.954990790412651,3,4,9,1.934843132203402,1.3351777361189363
1804,360,156,0.22869073771727733,4,4,9,1.934843132203402,1.3351777361189363
1805,361,141,2.285674345056337,0,3,8,0.8614545985909149,0.9084578685373853
1806,361,141,-1.904484250973633,1,3,8,0.8614545985909149,0.9084578685373853
1807,361,141,-0.33257644664129327,2,3,8,0.8614545985909149,0.9084578685373853
1808,361,141,3.115134485706631,3,3,8,0.8614545985909149,0.9084578685373853
1809,361,187,6.470628209435732,4,3,9,0.8614545985909149,1.3351777361189363
1810,362,193,1.736285974857904,0,4,9,1.934843132203402,1.3351777361189363
1811,362,193,3.3152294726829736,1,4,9,1.934843132203402,1.3351777361189363
1812,362,189,4.141631997136857,2,4,9,1.934843132203402,1.3351777361189363
1813,362,189,3.2617739805442176,3,4,9,1.934843132203402,1.3351777361189363
1814,362,189,4.310278760938927,4,4,9,1.934843132203402,1.3351777361189363
1815,363,188,0.4260798927784808,0,3,9,0.8614545985909149,1.3351777361189363
1816,363,188,6.347412962708013,1,3,9,0.8614545985909149,1.3351777361189363
1817,363,188,2.2711269894312225,2,3,9,0.8614545985909149,1.3351777361189363
1818,363,188,1.1560218424988353,3,3,9,0.8614545985909149,1.3351777361189363
1819,363,188,1.382670702704916,4,3,9,0.8614545985909149,1.3351777361189363
1820,364,176,0.44071362671122905,0,3,9,0.8614545985909149,1.3351777361189363
1821,364,176,1.0360499455639867,1,3,9,0.8614545985909149,1.3351777361189363
1822,364,149,5.003880202018703,2,3,9,0.8614545985909149,1.3351777361189363
1823,364,149,2.0539439517541562,3,3,9,0.8614545985909149,1.3351777361189363
1824,364,172,0.8231193191487878,4,3,9,0.8614545985909149,1.3351777361189363
1825,365,63,-2.0667786510574633,0,1,1,-0.8614545985909151,-0.9084578685373851
1826,365,63,-5.263222479366391,1,1,1,-0.8614545985909151,-0.9084578685373851
1827,365,85,-1.0821358898426519,2,1,3,-0.8614545985909151,-0.3487556955170447
1828,365,85,1.2582868966068954,3,1,3,-0.8614545985909151,-0.3487556955170447
1829,365,85,-5.302929706429561,4,1,3,-0.8614545985909151,-0.3487556955170447
1830,366,106,-4.000182047322462,0,1,5,-0.8614545985909151,0.11418529432142824
1831,366,106,-3.466584740839168,1,1,5,-0.8614545985909151,0.11418529432142824
1832,366,106,0.7852769957301724,2,1,5,-0.8614545985909151,0.11418529432142824
1833,366,106,1.150313353639432,3,1,5,-0.8614545985909151,0.11418529432142824
1834,366,106,-0.15833649112463455,4,1,5,-0.8614545985909151,0.11418529432142824
1835,367,199,-1.1025298622371995,0,3,9,0.8614545985909149,1.3351777361189363
1836,367,199,1.269732694182795,1,3,9,0.8614545985909149,1.3351777361189363
1837,367,199,-0.6214276749266765,2,3,9,0.8614545985909149,1.3351777361189363
1838,367,199,3.5211211787351404,3,3,9,0.8614545985909149,1.3351777361189363
1839,367,199,1.4729803218228308,4,3,9,0.8614545985909149,1.3351777361189363
1840,368,78,0.48512835874577986,0,3,2,0.8614545985909149,-0.6045853465832371
1841,368,78,0.7665818065584606,1,3,2,0.8614545985909149,-0.6045853465832371
1842,368,78,3.086092988033358,2,3,2,0.8614545985909149,-0.6045853465832371
1843,368,78,-1.2716636226689126,3,3,2,0.8614545985909149,-0.6045853465832371
1844,368,78,1.3228460603984766,4,3,2,0.8614545985909149,-0.6045853465832371
1845,369,45,-0.6750043148794562,0,0,0,-1.934843132203402,-1.335177736118937
1846,369,45,-3.6883691024428846,1,0,0,-1.934843132203402,-1.335177736118937
1847,369,45,-3.5330714788068502,2,0,0,-1.934843132203402,-1.335177736118937
1848,369,45,-2.63990380623921,3,0,0,-1.934843132203402,-1.335177736118937
1849,369,7,-4.1585150537268785,4,0,0,-1.934843132203402,-1.335177736118937
1850,370,127,1.9247078992427522,0,3,7,0.8614545985909149,0.6045853465832371
1851,370,127,-0.9108861996896738,1,3,7,0.8614545985909149,0.6045853465832371
1852,370,127,3.25823671586031,2,3,7,0.8614545985909149,0.6045853465832371
1853,370,91,1.9287645768524448,3,3,4,0.8614545985909149,-0.11418529432142838
1854,370,91,-1.7176091926368267,4,3,4,0.8614545985909149,-0.11418529432142838
1855,371,69,-0.7568129453835888,0,1,1,-0.8614545985909151,-0.9084578685373851
1856,371,69,0.7865592305959686,1,1,1,-0.8614545985909151,-0.9084578685373851
1857,371,69,-0.7472419036202256,2,1,1,-0.8614545985909151,-0.9084578685373851
1858,371,69,0.12327132747726721,3,1,1,-0.8614545985909151,-0.9084578685373851
1859,371,69,-2.112052049198973,4,1,1,-0.8614545985909151,-0.9084578685373851
1860,372,30,-2.8092874094416866,0,0,0,-1.934843132203402,-1.335177736118937
1861,372,30,-1.307377496964888,1,0,0,-1.934843132203402,-1.335177736118937
1862,372,6,-0.7456830729756785,2,0,0,-1.934843132203402,-1.335177736118937
1863,372,6,-4.541530608400844,3,0,0,-1.934843132203402,-1.335177736118937
1864,372,6,-2.6260831625267325,4,0,0,-1.934843132203402,-1.335177736118937
1865,373,111,-0.8680845319818773,0,2,6,0.0,0.3487556955170447
1866,373,111,2.5266485311069005,1,2,6,0.0,0.3487556955170447
1867,373,111,-2.300146659438401,2,2,6,0.0,0.3487556955170447
1868,373,111,-3.1656605578004644,3,2,6,0.0,0.3487556955170447
1869,373,111,0.1888335513612061,4,2,6,0.0,0.3487556955170447
1870,374,120,0.6921913528569477,0,2,7,0.0,0.6045853465832371
1871,374,120,1.1732273700483153,1,2,7,0.0,0.6045853465832371
1872,374,75,0.3343715987295395,2,2,2,0.0,-0.6045853465832371
1873,374,75,4.254418427606774,3,2,2,0.0,-0.6045853465832371
1874,374,75,-0.9565859110120836,4,2,2,0.0,-0.6045853465832371
1875,375,171,1.5740269762515313,0,4,9,1.934843132203402,1.3351777361189363
1876,375,171,1.9779862499843734,1,4,9,1.934843132203402,1.3351777361189363
1877,375,171,8.663313035267551,2,4,9,1.934843132203402,1.3351777361189363
1878,375,184,4.5789067859697905,3,4,9,1.934843132203402,1.3351777361189363
1879,375,184,5.050375096834152,4,4,9,1.934843132203402,1.3351777361189363
1880,376,56,-2.520884617806198,0,0,1,-1.934843132203402,-0.9084578685373851
1881,376,56,-2.1306733784766965,1,0,1,-1.934843132203402,-0.9084578685373851
1882,376,56,-1.7977617263097894,2,0,1,-1.934843132203402,-0.9084578685373851
1883,376,56,-0.12089774713847667,3,0,1,-1.934843132203402,-0.9084578685373851
1884,376,49,-6.058866215976778,4,0,0,-1.934843132203402,-1.335177736118937
1885,377,128,2.737436843532728,0,3,8,0.8614545985909149,0.9084578685373853
1886,377,128,3.4662506662002537,1,3,8,0.8614545985909149,0.9084578685373853
1887,377,138,0.9740072788255625,2,3,8,0.8614545985909149,0.9084578685373853
1888,377,138,5.349656708583958,3,3,8,0.8614545985909149,0.9084578685373853
1889,377,138,0.46502705969478053,4,3,8,0.8614545985909149,0.9084578685373853
1890,378,16,-6.2356074097955,0,0,0,-1.934843132203402,-1.335177736118937
1891,378,16,-0.9239144102151227,1,0,0,-1.934843132203402,-1.335177736118937
1892,378,16,-3.5346719153521704,2,0,0,-1.934843132203402,-1.335177736118937
1893,378,16,-2.983565772756554,3,0,0,-1.934843132203402,-1.335177736118937
1894,378,16,-3.008614074251124,4,0,0,-1.934843132203402,-1.335177736118937
1895,379,183,3.5135905256544464,0,2,9,0.0,1.3351777361189363
1896,379,183,1.0665851345825401,1,2,9,0.0,1.3351777361189363
1897,379,183,3.8217177445416692,2,2,9,0.0,1.3351777361189363
1898,379,183,-1.3496859584053276,3,2,9,0.0,1.3351777361189363
1899,379,183,-1.7390385364907996,4,2,9,0.0,1.3351777361189363
1900,380,58,-4.654135461537074,0,1,1,-0.8614545985909151,-0.9084578685373851
1901,380,58,0.2710242418874782,1,1,1,-0.8614545985909151,-0.9084578685373851
1902,380,58,-1.8615424205957418,2,1,1,-0.8614545985909151,-0.9084578685373851
1903,380,58,2.927671933891026,3,1,1,-0.8614545985909151,-0.9084578685373851
1904,380,58,-1.4120963964750586,4,1,1,-0.8614545985909151,-0.9084578685373851
1905,381,90,-0.26783378194999885,0,1,3,-0.8614545985909151,-0.3487556955170447
1906,381,90,-6.759710390203837,1,1,3,-0.8614545985909151,-0.3487556955170447
1907,381,90,-4.800977088305443,2,1,3,-0.8614545985909151,-0.3487556955170447
1908,381,90,-1.2926151271275292,3,1,3,-0.8614545985909151,-0.3487556955170447
1909,381,90,0.6430333319642343,4,1,3,-0.8614545985909151,-0.3487556955170447
1910,382,85,-5.167898804177282,0,2,3,0.0,-0.3487556955170447
1911,382,96,1.494418675489548,1,2,4,0.0,-0.11418529432142838
1912,382,96,1.394849085315117,2,2,4,0.0,-0.11418529432142838
1913,382,96,2.109015586235317,3,2,4,0.0,-0.11418529432142838
1914,382,96,-1.0397061707303048,4,2,4,0.0,-0.11418529432142838
1915,383,54,1.7288855101364144,0,1,1,-0.8614545985909151,-0.9084578685373851
1916,383,84,-1.1539459251266972,1,1,3,-0.8614545985909151,-0.3487556955170447
1917,383,84,-4.131688132821825,2,1,3,-0.8614545985909151,-0.3487556955170447
1918,383,84,-2.2254596068387906,3,1,3,-0.8614545985909151,-0.3487556955170447
1919,383,84,0.7244406238362837,4,1,3,-0.8614545985909151,-0.3487556955170447
1920,384,49,-0.23309648080576206,0,1,0,-0.8614545985909151,-1.335177736118937
1921,384,49,-3.7693930970720273,1,1,0,-0.8614545985909151,-1.335177736118937
1922,384,85,0.8649005889154675,2,1,3,-0.8614545985909151,-0.3487556955170447
1923,384,85,2.4402805700648775,3,1,3,-0.8614545985909151,-0.3487556955170447
1924,384,80,-5.075539565265785,4,1,2,-0.8614545985909151,-0.6045853465832371
1925,385,106,-2.633152555750881,0,3,5,0.8614545985909149,0.11418529432142824
1926,385,106,-2.166654068004383,1,3,5,0.8614545985909149,0.11418529432142824
1927,385,106,-2.7586041711639826,2,3,5,0.8614545985909149,0.11418529432142824
1928,385,106,0.4397513044563822,3,3,5,0.8614545985909149,0.11418529432142824
1929,385,106,0.45863141825585296,4,3,5,0.8614545985909149,0.11418529432142824
1930,386,194,5.638369636439082,0,4,9,1.934843132203402,1.3351777361189363
1931,386,194,4.608421635084117,1,4,9,1.934843132203402,1.3351777361189363
1932,386,194,4.817769840545514,2,4,9,1.934843132203402,1.3351777361189363
1933,386,194,4.513396086439875,3,4,9,1.934843132203402,1.3351777361189363
1934,386,194,2.2127441368653162,4,4,9,1.934843132203402,1.3351777361189363
1935,387,177,3.7609908013615345,0,4,9,1.934843132203402,1.3351777361189363
1936,387,177,-0.7170679720591044,1,4,9,1.934843132203402,1.3351777361189363
1937,387,177,1.1871196240366677,2,4,9,1.934843132203402,1.3351777361189363
1938,387,177,6.853711455969661,3,4,9,1.934843132203402,1.3351777361189363
1939,387,177,3.646853544677872,4,4,9,1.934843132203402,1.3351777361189363
1940,388,66,-1.6342889985336007,0,2,1,0.0,-0.9084578685373851
1941,388,66,-2.599072581718817,1,2,1,0.0,-0.9084578685373851
1942,388,66,-2.782666364082708,2,2,1,0.0,-0.9084578685373851
1943,388,66,-2.655588814814972,3,2,1,0.0,-0.9084578685373851
1944,388,66,1.8076115951760308,4,2,1,0.0,-0.9084578685373851
1945,389,27,1.2076059949923539,0,1,0,-0.8614545985909151,-1.335177736118937
1946,389,27,-5.439112177609105,1,1,0,-0.8614545985909151,-1.335177736118937
1947,389,27,-1.4639031685365622,2,1,0,-0.8614545985909151,-1.335177736118937
1948,389,27,-1.4996431698191313,3,1,0,-0.8614545985909151,-1.335177736118937
1949,389,27,0.8604631174053043,4,1,0,-0.8614545985909151,-1.335177736118937
1950,390,100,-1.1392258184919435,0,2,5,0.0,0.11418529432142824
1951,390,94,1.4391751279030947,1,2,4,0.0,-0.11418529432142838
1952,390,124,-1.569021700533287,2,2,7,0.0,0.6045853465832371
1953,390,124,-2.137686375043538,3,2,7,0.0,0.6045853465832371
1954,390,126,0.13314527079433375,4,2,7,0.0,0.6045853465832371
1955,391,198,5.084391723374569,0,3,9,0.8614545985909149,1.3351777361189363
1956,391,198,1.0776999271055099,1,3,9,0.8614545985909149,1.3351777361189363
1957,391,198,0.22857930131966864,2,3,9,0.8614545985909149,1.3351777361189363
1958,391,198,-0.6803140510094239,3,3,9,0.8614545985909149,1.3351777361189363
1959,391,198,3.5244812645294195,4,3,9,0.8614545985909149,1.3351777361189363
1960,392,169,4.504786493837667,0,4,9,1.934843132203402,1.3351777361189363
1961,392,169,3.004175563758529,1,4,9,1.934843132203402,1.3351777361189363
1962,392,176,2.705147707389025,2,4,9,1.934843132203402,1.3351777361189363
1963,392,176,-1.465881115307318,3,4,9,1.934843132203402,1.3351777361189363
1964,392,176,2.530497445477579,4,4,9,1.934843132203402,1.3351777361189363
1965,393,160,1.651876201140564,0,4,9,1.934843132203402,1.3351777361189363
1966,393,171,5.256468109091616,1,4,9,1.934843132203402,1.3351777361189363
1967,393,171,5.030050415206636,2,4,9,1.934843132203402,1.3351777361189363
1968,393,171,2.7456386631458067,3,4,9,1.934843132203402,1.3351777361189363
1969,393,171,1.5962942426896518,4,4,9,1.934843132203402,1.3351777361189363
1970,394,134,2.842937339216828,0,2,8,0.0,0.9084578685373853
1971,394,134,2.347086141063825,1,2,8,0.0,0.9084578685373853
1972,394,134,-0.2612287412179132,2,2,8,0.0,0.9084578685373853
1973,394,134,2.9334935200489025,3,2,8,0.0,0.9084578685373853
1974,394,134,3.226920614011771,4,2,8,0.0,0.9084578685373853
1975,395,188,1.2945109442866762,0,3,9,0.8614545985909149,1.3351777361189363
1976,395,188,-2.049033285741632,1,3,9,0.8614545985909149,1.3351777361189363
1977,395,188,0.2944578157956095,2,3,9,0.8614545985909149,1.3351777361189363
1978,395,188,1.216556245730376,3,3,9,0.8614545985909149,1.3351777361189363
1979,395,188,5.163409292329215,4,3,9,0.8614545985909149,1.3351777361189363
1980,396,195,6.626039539245797,0,4,9,1.934843132203402,1.3351777361189363
1981,396,195,4.728587061148699,1,4,9,1.934843132203402,1.3351777361189363
1982,396,195,3.3763451580369055,2,4,9,1.934843132203402,1.3351777361189363
